sales_id,date_key,store_key,product_key,quantity,unit_price,total_sales,estimated_cost,estimated_profit
267994,17,12,2,6,700.00,4200.00,2730.00,1470.00
267995,311,4,1,10,900.00,9000.00,5850.00,3150.00
267996,420,10,3,1,300.00,300.00,195.00,105.00
267997,248,12,7,12,40.00,480.00,312.00,168.00
267998,209,19,5,12,180.00,2160.00,1404.00,756.00
267999,64,1,5,9,180.00,1620.00,1053.00,567.00
268000,364,15,5,6,180.00,1080.00,702.00,378.00
268001,320,18,2,11,700.00,7700.00,5005.00,2695.00
268002,34,4,3,14,300.00,4200.00,2730.00,1470.00
268003,546,4,2,3,700.00,2100.00,1365.00,735.00
268004,668,9,7,13,40.00,520.00,338.00,182.00
268005,442,8,5,5,180.00,900.00,585.00,315.00
268006,629,16,1,9,900.00,8100.00,5265.00,2835.00
268007,102,11,1,13,900.00,11700.00,7605.00,4095.00
268008,21,19,4,10,75.00,750.00,487.50,262.50
268009,578,2,7,14,40.00,560.00,364.00,196.00
268010,221,10,7,13,40.00,520.00,338.00,182.00
268011,615,1,3,5,300.00,1500.00,975.00,525.00
268012,198,17,6,7,25.00,175.00,113.75,61.25
268013,730,16,5,9,180.00,1620.00,1053.00,567.00
268014,150,3,6,9,25.00,225.00,146.25,78.75
268015,405,16,3,9,300.00,2700.00,1755.00,945.00
268016,590,16,1,14,900.00,12600.00,8190.00,4410.00
268017,338,13,1,14,900.00,12600.00,8190.00,4410.00
268018,168,13,2,10,700.00,7000.00,4550.00,2450.00
268019,601,9,3,2,300.00,600.00,390.00,210.00
268020,151,9,2,13,700.00,9100.00,5915.00,3185.00
268021,722,6,5,11,180.00,1980.00,1287.00,693.00
268022,581,6,7,12,40.00,480.00,312.00,168.00
268023,502,3,3,3,300.00,900.00,585.00,315.00
268024,517,17,4,8,75.00,600.00,390.00,210.00
268025,106,13,7,9,40.00,360.00,234.00,126.00
268026,208,17,5,8,180.00,1440.00,936.00,504.00
268027,105,20,7,4,40.00,160.00,104.00,56.00
268028,366,18,1,2,900.00,1800.00,1170.00,630.00
268029,464,20,2,1,700.00,700.00,455.00,245.00
268030,462,8,5,13,180.00,2340.00,1521.00,819.00
268031,123,6,2,10,700.00,7000.00,4550.00,2450.00
268032,225,13,3,11,300.00,3300.00,2145.00,1155.00
268033,3,5,7,6,40.00,240.00,156.00,84.00
268034,331,13,6,5,25.00,125.00,81.25,43.75
268035,124,10,2,14,700.00,9800.00,6370.00,3430.00
268036,673,3,7,3,40.00,120.00,78.00,42.00
268037,321,5,5,5,180.00,900.00,585.00,315.00
268038,236,8,6,6,25.00,150.00,97.50,52.50
268039,111,18,5,12,180.00,2160.00,1404.00,756.00
268040,476,3,7,13,40.00,520.00,338.00,182.00
268041,726,14,5,12,180.00,2160.00,1404.00,756.00
268042,10,14,7,10,40.00,400.00,260.00,140.00
268043,300,12,7,3,40.00,120.00,78.00,42.00
268044,272,2,4,5,75.00,375.00,243.75,131.25
268045,525,10,3,3,300.00,900.00,585.00,315.00
268046,708,19,2,10,700.00,7000.00,4550.00,2450.00
268047,611,15,2,2,700.00,1400.00,910.00,490.00
268048,99,5,7,2,40.00,80.00,52.00,28.00
268049,405,18,7,14,40.00,560.00,364.00,196.00
268050,284,17,7,3,40.00,120.00,78.00,42.00
268051,606,18,5,3,180.00,540.00,351.00,189.00
268052,49,11,1,4,900.00,3600.00,2340.00,1260.00
268053,90,8,1,4,900.00,3600.00,2340.00,1260.00
268054,571,13,7,10,40.00,400.00,260.00,140.00
268055,318,13,3,12,300.00,3600.00,2340.00,1260.00
268056,687,6,1,2,900.00,1800.00,1170.00,630.00
268057,340,9,6,3,25.00,75.00,48.75,26.25
268058,207,1,4,9,75.00,675.00,438.75,236.25
268059,39,1,2,2,700.00,1400.00,910.00,490.00
268060,101,9,5,7,180.00,1260.00,819.00,441.00
268061,570,10,6,6,25.00,150.00,97.50,52.50
268062,570,3,5,3,180.00,540.00,351.00,189.00
268063,343,18,2,9,700.00,6300.00,4095.00,2205.00
268064,184,2,3,4,300.00,1200.00,780.00,420.00
268065,442,17,3,3,300.00,900.00,585.00,315.00
268066,646,20,1,5,900.00,4500.00,2925.00,1575.00
268067,363,14,3,9,300.00,2700.00,1755.00,945.00
268068,234,6,6,9,25.00,225.00,146.25,78.75
268069,201,4,6,14,25.00,350.00,227.50,122.50
268070,41,12,4,7,75.00,525.00,341.25,183.75
268071,537,5,1,3,900.00,2700.00,1755.00,945.00
268072,144,11,2,13,700.00,9100.00,5915.00,3185.00
268073,482,11,2,4,700.00,2800.00,1820.00,980.00
268074,120,17,5,14,180.00,2520.00,1638.00,882.00
268075,572,5,4,14,75.00,1050.00,682.50,367.50
268076,600,4,4,14,75.00,1050.00,682.50,367.50
268077,217,6,5,9,180.00,1620.00,1053.00,567.00
268078,655,5,2,14,700.00,9800.00,6370.00,3430.00
268079,425,7,5,8,180.00,1440.00,936.00,504.00
268080,711,1,3,9,300.00,2700.00,1755.00,945.00
268081,287,6,6,2,25.00,50.00,32.50,17.50
268082,241,8,6,4,25.00,100.00,65.00,35.00
268083,511,14,7,8,40.00,320.00,208.00,112.00
268084,583,8,3,4,300.00,1200.00,780.00,420.00
268085,453,13,1,9,900.00,8100.00,5265.00,2835.00
268086,427,13,1,8,900.00,7200.00,4680.00,2520.00
268087,89,6,3,6,300.00,1800.00,1170.00,630.00
268088,297,15,2,6,700.00,4200.00,2730.00,1470.00
268089,654,4,1,10,900.00,9000.00,5850.00,3150.00
268090,60,7,4,8,75.00,600.00,390.00,210.00
268091,111,7,7,11,40.00,440.00,286.00,154.00
268092,396,13,2,6,700.00,4200.00,2730.00,1470.00
268093,270,17,7,3,40.00,120.00,78.00,42.00
268094,564,14,5,11,180.00,1980.00,1287.00,693.00
268095,480,12,4,13,75.00,975.00,633.75,341.25
268096,636,12,4,1,75.00,75.00,48.75,26.25
268097,138,17,3,13,300.00,3900.00,2535.00,1365.00
268098,66,18,4,5,75.00,375.00,243.75,131.25
268099,273,10,5,7,180.00,1260.00,819.00,441.00
268100,686,7,6,8,25.00,200.00,130.00,70.00
268101,597,4,3,11,300.00,3300.00,2145.00,1155.00
268102,422,18,5,4,180.00,720.00,468.00,252.00
268103,730,16,1,2,900.00,1800.00,1170.00,630.00
268104,12,7,4,7,75.00,525.00,341.25,183.75
268105,488,15,3,8,300.00,2400.00,1560.00,840.00
268106,536,7,5,14,180.00,2520.00,1638.00,882.00
268107,300,12,5,8,180.00,1440.00,936.00,504.00
268108,497,10,1,12,900.00,10800.00,7020.00,3780.00
268109,342,8,4,10,75.00,750.00,487.50,262.50
268110,395,14,5,14,180.00,2520.00,1638.00,882.00
268111,706,1,2,4,700.00,2800.00,1820.00,980.00
268112,469,20,5,8,180.00,1440.00,936.00,504.00
268113,159,17,1,1,900.00,900.00,585.00,315.00
268114,534,10,1,10,900.00,9000.00,5850.00,3150.00
268115,41,3,4,9,75.00,675.00,438.75,236.25
268116,331,12,7,8,40.00,320.00,208.00,112.00
268117,583,20,4,8,75.00,600.00,390.00,210.00
268118,63,15,6,3,25.00,75.00,48.75,26.25
268119,209,18,6,3,25.00,75.00,48.75,26.25
268120,529,15,4,11,75.00,825.00,536.25,288.75
268121,530,7,5,12,180.00,2160.00,1404.00,756.00
268122,604,20,7,13,40.00,520.00,338.00,182.00
268123,250,20,1,10,900.00,9000.00,5850.00,3150.00
268124,234,2,2,13,700.00,9100.00,5915.00,3185.00
268125,308,18,7,12,40.00,480.00,312.00,168.00
268126,397,2,7,3,40.00,120.00,78.00,42.00
268127,284,13,3,3,300.00,900.00,585.00,315.00
268128,286,14,2,2,700.00,1400.00,910.00,490.00
268129,653,12,2,12,700.00,8400.00,5460.00,2940.00
268130,554,16,3,13,300.00,3900.00,2535.00,1365.00
268131,373,13,7,8,40.00,320.00,208.00,112.00
268132,258,15,4,11,75.00,825.00,536.25,288.75
268133,618,13,1,1,900.00,900.00,585.00,315.00
268134,362,5,5,7,180.00,1260.00,819.00,441.00
268135,348,13,5,2,180.00,360.00,234.00,126.00
268136,550,10,3,7,300.00,2100.00,1365.00,735.00
268137,500,2,1,3,900.00,2700.00,1755.00,945.00
268138,269,8,3,8,300.00,2400.00,1560.00,840.00
268139,293,15,7,14,40.00,560.00,364.00,196.00
268140,550,16,5,7,180.00,1260.00,819.00,441.00
268141,204,20,1,6,900.00,5400.00,3510.00,1890.00
268142,205,8,1,1,900.00,900.00,585.00,315.00
268143,577,19,3,8,300.00,2400.00,1560.00,840.00
268144,131,6,6,2,25.00,50.00,32.50,17.50
268145,28,17,1,6,900.00,5400.00,3510.00,1890.00
268146,333,18,1,14,900.00,12600.00,8190.00,4410.00
268147,647,17,7,9,40.00,360.00,234.00,126.00
268148,615,20,4,10,75.00,750.00,487.50,262.50
268149,191,11,7,9,40.00,360.00,234.00,126.00
268150,489,1,5,9,180.00,1620.00,1053.00,567.00
268151,617,1,1,3,900.00,2700.00,1755.00,945.00
268152,730,12,5,5,180.00,900.00,585.00,315.00
268153,61,11,1,8,900.00,7200.00,4680.00,2520.00
268154,107,15,4,2,75.00,150.00,97.50,52.50
268155,283,9,5,6,180.00,1080.00,702.00,378.00
268156,470,8,4,3,75.00,225.00,146.25,78.75
268157,254,14,2,4,700.00,2800.00,1820.00,980.00
268158,661,4,2,13,700.00,9100.00,5915.00,3185.00
268159,2,19,5,14,180.00,2520.00,1638.00,882.00
268160,646,2,2,6,700.00,4200.00,2730.00,1470.00
268161,39,19,4,8,75.00,600.00,390.00,210.00
268162,220,12,3,1,300.00,300.00,195.00,105.00
268163,400,1,1,9,900.00,8100.00,5265.00,2835.00
268164,587,4,3,3,300.00,900.00,585.00,315.00
268165,30,20,1,7,900.00,6300.00,4095.00,2205.00
268166,306,11,5,6,180.00,1080.00,702.00,378.00
268167,421,8,2,6,700.00,4200.00,2730.00,1470.00
268168,200,13,5,7,180.00,1260.00,819.00,441.00
268169,306,7,3,2,300.00,600.00,390.00,210.00
268170,652,8,7,8,40.00,320.00,208.00,112.00
268171,486,10,3,2,300.00,600.00,390.00,210.00
268172,90,18,5,13,180.00,2340.00,1521.00,819.00
268173,293,19,1,14,900.00,12600.00,8190.00,4410.00
268174,386,5,6,10,25.00,250.00,162.50,87.50
268175,365,12,2,8,700.00,5600.00,3640.00,1960.00
268176,653,12,4,13,75.00,975.00,633.75,341.25
268177,184,14,6,4,25.00,100.00,65.00,35.00
268178,146,19,1,10,900.00,9000.00,5850.00,3150.00
268179,721,19,3,6,300.00,1800.00,1170.00,630.00
268180,127,20,5,6,180.00,1080.00,702.00,378.00
268181,605,12,2,2,700.00,1400.00,910.00,490.00
268182,26,2,5,8,180.00,1440.00,936.00,504.00
268183,34,14,6,13,25.00,325.00,211.25,113.75
268184,582,17,5,10,180.00,1800.00,1170.00,630.00
268185,469,14,4,4,75.00,300.00,195.00,105.00
268186,143,10,2,13,700.00,9100.00,5915.00,3185.00
268187,274,4,7,9,40.00,360.00,234.00,126.00
268188,37,13,2,12,700.00,8400.00,5460.00,2940.00
268189,124,13,5,6,180.00,1080.00,702.00,378.00
268190,352,17,2,12,700.00,8400.00,5460.00,2940.00
268191,355,19,7,1,40.00,40.00,26.00,14.00
268192,100,20,6,3,25.00,75.00,48.75,26.25
268193,645,15,1,14,900.00,12600.00,8190.00,4410.00
268194,372,17,6,14,25.00,350.00,227.50,122.50
268195,17,7,4,14,75.00,1050.00,682.50,367.50
268196,671,3,4,7,75.00,525.00,341.25,183.75
268197,38,7,7,1,40.00,40.00,26.00,14.00
268198,548,5,4,3,75.00,225.00,146.25,78.75
268199,416,19,1,14,900.00,12600.00,8190.00,4410.00
268200,507,16,1,5,900.00,4500.00,2925.00,1575.00
268201,28,19,3,1,300.00,300.00,195.00,105.00
268202,699,9,7,8,40.00,320.00,208.00,112.00
268203,245,20,2,13,700.00,9100.00,5915.00,3185.00
268204,471,4,1,10,900.00,9000.00,5850.00,3150.00
268205,654,12,7,13,40.00,520.00,338.00,182.00
268206,665,16,7,14,40.00,560.00,364.00,196.00
268207,231,7,4,14,75.00,1050.00,682.50,367.50
268208,722,19,3,3,300.00,900.00,585.00,315.00
268209,602,10,7,2,40.00,80.00,52.00,28.00
268210,360,19,3,3,300.00,900.00,585.00,315.00
268211,233,3,3,13,300.00,3900.00,2535.00,1365.00
268212,192,8,2,14,700.00,9800.00,6370.00,3430.00
268213,645,6,5,12,180.00,2160.00,1404.00,756.00
268214,227,12,2,2,700.00,1400.00,910.00,490.00
268215,520,5,5,5,180.00,900.00,585.00,315.00
268216,707,1,7,14,40.00,560.00,364.00,196.00
268217,146,1,7,5,40.00,200.00,130.00,70.00
268218,695,2,6,13,25.00,325.00,211.25,113.75
268219,383,20,6,5,25.00,125.00,81.25,43.75
268220,448,16,2,10,700.00,7000.00,4550.00,2450.00
268221,234,15,2,4,700.00,2800.00,1820.00,980.00
268222,567,15,6,3,25.00,75.00,48.75,26.25
268223,614,11,3,1,300.00,300.00,195.00,105.00
268224,14,3,4,14,75.00,1050.00,682.50,367.50
268225,154,12,1,5,900.00,4500.00,2925.00,1575.00
268226,41,11,6,8,25.00,200.00,130.00,70.00
268227,8,3,1,13,900.00,11700.00,7605.00,4095.00
268228,337,10,2,1,700.00,700.00,455.00,245.00
268229,366,17,3,4,300.00,1200.00,780.00,420.00
268230,121,12,3,9,300.00,2700.00,1755.00,945.00
268231,625,10,4,11,75.00,825.00,536.25,288.75
268232,335,2,6,13,25.00,325.00,211.25,113.75
268233,692,14,3,10,300.00,3000.00,1950.00,1050.00
268234,141,11,3,3,300.00,900.00,585.00,315.00
268235,457,3,2,10,700.00,7000.00,4550.00,2450.00
268236,702,13,7,8,40.00,320.00,208.00,112.00
268237,97,11,2,13,700.00,9100.00,5915.00,3185.00
268238,683,8,1,4,900.00,3600.00,2340.00,1260.00
268239,593,2,1,14,900.00,12600.00,8190.00,4410.00
268240,411,4,1,9,900.00,8100.00,5265.00,2835.00
268241,333,16,4,3,75.00,225.00,146.25,78.75
268242,506,10,6,4,25.00,100.00,65.00,35.00
268243,213,6,7,4,40.00,160.00,104.00,56.00
268244,344,12,3,14,300.00,4200.00,2730.00,1470.00
268245,31,11,6,8,25.00,200.00,130.00,70.00
268246,474,14,3,7,300.00,2100.00,1365.00,735.00
268247,590,17,3,9,300.00,2700.00,1755.00,945.00
268248,458,5,1,9,900.00,8100.00,5265.00,2835.00
268249,253,3,6,8,25.00,200.00,130.00,70.00
268250,50,14,1,14,900.00,12600.00,8190.00,4410.00
268251,367,1,5,10,180.00,1800.00,1170.00,630.00
268252,406,1,4,12,75.00,900.00,585.00,315.00
268253,167,6,6,12,25.00,300.00,195.00,105.00
268254,552,15,5,3,180.00,540.00,351.00,189.00
268255,30,16,1,7,900.00,6300.00,4095.00,2205.00
268256,451,9,5,10,180.00,1800.00,1170.00,630.00
268257,580,11,5,6,180.00,1080.00,702.00,378.00
268258,508,16,6,6,25.00,150.00,97.50,52.50
268259,482,17,1,5,900.00,4500.00,2925.00,1575.00
268260,217,6,2,2,700.00,1400.00,910.00,490.00
268261,272,8,2,6,700.00,4200.00,2730.00,1470.00
268262,643,4,3,10,300.00,3000.00,1950.00,1050.00
268263,714,18,5,3,180.00,540.00,351.00,189.00
268264,716,19,2,13,700.00,9100.00,5915.00,3185.00
268265,111,20,5,8,180.00,1440.00,936.00,504.00
268266,224,18,5,11,180.00,1980.00,1287.00,693.00
268267,266,3,5,12,180.00,2160.00,1404.00,756.00
268268,475,3,5,5,180.00,900.00,585.00,315.00
268269,230,17,4,9,75.00,675.00,438.75,236.25
268270,457,1,5,5,180.00,900.00,585.00,315.00
268271,469,5,1,9,900.00,8100.00,5265.00,2835.00
268272,56,12,5,1,180.00,180.00,117.00,63.00
268273,387,9,4,14,75.00,1050.00,682.50,367.50
268274,66,19,1,1,900.00,900.00,585.00,315.00
268275,434,2,3,1,300.00,300.00,195.00,105.00
268276,591,11,6,12,25.00,300.00,195.00,105.00
268277,223,10,4,7,75.00,525.00,341.25,183.75
268278,178,18,7,9,40.00,360.00,234.00,126.00
268279,254,13,1,6,900.00,5400.00,3510.00,1890.00
268280,528,9,5,14,180.00,2520.00,1638.00,882.00
268281,141,9,7,6,40.00,240.00,156.00,84.00
268282,616,11,3,3,300.00,900.00,585.00,315.00
268283,297,19,1,13,900.00,11700.00,7605.00,4095.00
268284,452,8,3,8,300.00,2400.00,1560.00,840.00
268285,198,20,6,14,25.00,350.00,227.50,122.50
268286,555,11,2,14,700.00,9800.00,6370.00,3430.00
268287,160,17,2,1,700.00,700.00,455.00,245.00
268288,619,12,2,5,700.00,3500.00,2275.00,1225.00
268289,474,13,1,11,900.00,9900.00,6435.00,3465.00
268290,700,7,4,10,75.00,750.00,487.50,262.50
268291,593,9,3,5,300.00,1500.00,975.00,525.00
268292,223,12,7,1,40.00,40.00,26.00,14.00
268293,249,15,6,2,25.00,50.00,32.50,17.50
268294,507,10,6,5,25.00,125.00,81.25,43.75
268295,376,17,6,3,25.00,75.00,48.75,26.25
268296,220,3,7,5,40.00,200.00,130.00,70.00
268297,81,1,3,14,300.00,4200.00,2730.00,1470.00
268298,449,19,6,12,25.00,300.00,195.00,105.00
268299,594,19,1,6,900.00,5400.00,3510.00,1890.00
268300,137,1,4,10,75.00,750.00,487.50,262.50
268301,445,1,6,5,25.00,125.00,81.25,43.75
268302,381,2,2,3,700.00,2100.00,1365.00,735.00
268303,561,13,4,11,75.00,825.00,536.25,288.75
268304,568,12,6,14,25.00,350.00,227.50,122.50
268305,452,20,4,2,75.00,150.00,97.50,52.50
268306,419,2,1,6,900.00,5400.00,3510.00,1890.00
268307,76,16,1,1,900.00,900.00,585.00,315.00
268308,660,9,7,1,40.00,40.00,26.00,14.00
268309,470,8,5,6,180.00,1080.00,702.00,378.00
268310,464,7,5,6,180.00,1080.00,702.00,378.00
268311,600,5,6,6,25.00,150.00,97.50,52.50
268312,695,10,3,11,300.00,3300.00,2145.00,1155.00
268313,566,16,4,9,75.00,675.00,438.75,236.25
268314,484,19,7,2,40.00,80.00,52.00,28.00
268315,44,5,1,3,900.00,2700.00,1755.00,945.00
268316,405,11,7,9,40.00,360.00,234.00,126.00
268317,229,20,4,12,75.00,900.00,585.00,315.00
268318,231,14,2,12,700.00,8400.00,5460.00,2940.00
268319,197,9,6,1,25.00,25.00,16.25,8.75
268320,660,3,3,5,300.00,1500.00,975.00,525.00
268321,603,8,3,12,300.00,3600.00,2340.00,1260.00
268322,36,2,7,13,40.00,520.00,338.00,182.00
268323,640,5,2,2,700.00,1400.00,910.00,490.00
268324,106,19,4,8,75.00,600.00,390.00,210.00
268325,12,7,1,11,900.00,9900.00,6435.00,3465.00
268326,314,11,4,12,75.00,900.00,585.00,315.00
268327,176,20,6,2,25.00,50.00,32.50,17.50
268328,616,15,7,5,40.00,200.00,130.00,70.00
268329,449,1,7,6,40.00,240.00,156.00,84.00
268330,178,15,4,2,75.00,150.00,97.50,52.50
268331,281,5,4,2,75.00,150.00,97.50,52.50
268332,428,11,1,7,900.00,6300.00,4095.00,2205.00
268333,364,3,6,9,25.00,225.00,146.25,78.75
268334,296,20,2,6,700.00,4200.00,2730.00,1470.00
268335,711,18,7,6,40.00,240.00,156.00,84.00
268336,433,16,7,1,40.00,40.00,26.00,14.00
268337,499,20,5,3,180.00,540.00,351.00,189.00
268338,548,7,2,13,700.00,9100.00,5915.00,3185.00
268339,677,12,2,8,700.00,5600.00,3640.00,1960.00
268340,206,1,4,13,75.00,975.00,633.75,341.25
268341,421,15,6,11,25.00,275.00,178.75,96.25
268342,285,9,2,14,700.00,9800.00,6370.00,3430.00
268343,413,7,1,14,900.00,12600.00,8190.00,4410.00
268344,631,5,4,9,75.00,675.00,438.75,236.25
268345,603,6,5,1,180.00,180.00,117.00,63.00
268346,239,14,7,8,40.00,320.00,208.00,112.00
268347,100,6,1,12,900.00,10800.00,7020.00,3780.00
268348,176,10,7,7,40.00,280.00,182.00,98.00
268349,489,10,5,12,180.00,2160.00,1404.00,756.00
268350,308,11,5,3,180.00,540.00,351.00,189.00
268351,712,6,5,13,180.00,2340.00,1521.00,819.00
268352,14,20,5,5,180.00,900.00,585.00,315.00
268353,464,13,2,14,700.00,9800.00,6370.00,3430.00
268354,42,10,1,14,900.00,12600.00,8190.00,4410.00
268355,675,11,6,14,25.00,350.00,227.50,122.50
268356,650,1,5,4,180.00,720.00,468.00,252.00
268357,184,6,7,13,40.00,520.00,338.00,182.00
268358,645,1,2,6,700.00,4200.00,2730.00,1470.00
268359,330,3,6,6,25.00,150.00,97.50,52.50
268360,143,11,4,12,75.00,900.00,585.00,315.00
268361,409,12,6,13,25.00,325.00,211.25,113.75
268362,252,6,3,8,300.00,2400.00,1560.00,840.00
268363,123,7,5,3,180.00,540.00,351.00,189.00
268364,661,19,2,14,700.00,9800.00,6370.00,3430.00
268365,433,19,5,12,180.00,2160.00,1404.00,756.00
268366,54,2,1,11,900.00,9900.00,6435.00,3465.00
268367,78,11,5,11,180.00,1980.00,1287.00,693.00
268368,506,14,1,3,900.00,2700.00,1755.00,945.00
268369,307,19,1,6,900.00,5400.00,3510.00,1890.00
268370,74,4,4,9,75.00,675.00,438.75,236.25
268371,314,10,6,6,25.00,150.00,97.50,52.50
268372,152,6,4,1,75.00,75.00,48.75,26.25
268373,698,13,2,3,700.00,2100.00,1365.00,735.00
268374,415,11,3,12,300.00,3600.00,2340.00,1260.00
268375,303,7,5,11,180.00,1980.00,1287.00,693.00
268376,65,17,7,13,40.00,520.00,338.00,182.00
268377,82,7,6,14,25.00,350.00,227.50,122.50
268378,407,19,4,5,75.00,375.00,243.75,131.25
268379,5,8,2,3,700.00,2100.00,1365.00,735.00
268380,69,20,3,4,300.00,1200.00,780.00,420.00
268381,187,8,7,11,40.00,440.00,286.00,154.00
268382,533,1,2,9,700.00,6300.00,4095.00,2205.00
268383,649,19,3,3,300.00,900.00,585.00,315.00
268384,144,11,4,10,75.00,750.00,487.50,262.50
268385,110,20,3,1,300.00,300.00,195.00,105.00
268386,626,20,3,6,300.00,1800.00,1170.00,630.00
268387,412,11,6,14,25.00,350.00,227.50,122.50
268388,611,15,5,7,180.00,1260.00,819.00,441.00
268389,670,1,2,11,700.00,7700.00,5005.00,2695.00
268390,163,9,6,2,25.00,50.00,32.50,17.50
268391,395,14,3,12,300.00,3600.00,2340.00,1260.00
268392,341,19,4,12,75.00,900.00,585.00,315.00
268393,91,4,2,7,700.00,4900.00,3185.00,1715.00
268394,217,9,3,3,300.00,900.00,585.00,315.00
268395,448,17,4,11,75.00,825.00,536.25,288.75
268396,391,11,7,8,40.00,320.00,208.00,112.00
268397,161,17,4,10,75.00,750.00,487.50,262.50
268398,1,4,2,5,700.00,3500.00,2275.00,1225.00
268399,482,14,7,12,40.00,480.00,312.00,168.00
268400,605,11,5,6,180.00,1080.00,702.00,378.00
268401,115,3,7,8,40.00,320.00,208.00,112.00
268402,613,14,3,14,300.00,4200.00,2730.00,1470.00
268403,482,13,6,2,25.00,50.00,32.50,17.50
268404,496,18,2,8,700.00,5600.00,3640.00,1960.00
268405,566,8,2,1,700.00,700.00,455.00,245.00
268406,466,20,6,9,25.00,225.00,146.25,78.75
268407,121,17,5,9,180.00,1620.00,1053.00,567.00
268408,411,20,3,2,300.00,600.00,390.00,210.00
268409,438,14,4,10,75.00,750.00,487.50,262.50
268410,480,9,1,2,900.00,1800.00,1170.00,630.00
268411,689,16,2,7,700.00,4900.00,3185.00,1715.00
268412,283,16,2,8,700.00,5600.00,3640.00,1960.00
268413,66,2,6,13,25.00,325.00,211.25,113.75
268414,568,18,1,11,900.00,9900.00,6435.00,3465.00
268415,628,3,5,9,180.00,1620.00,1053.00,567.00
268416,34,1,1,1,900.00,900.00,585.00,315.00
268417,593,13,5,7,180.00,1260.00,819.00,441.00
268418,245,4,3,6,300.00,1800.00,1170.00,630.00
268419,157,6,7,8,40.00,320.00,208.00,112.00
268420,559,12,3,5,300.00,1500.00,975.00,525.00
268421,304,19,2,5,700.00,3500.00,2275.00,1225.00
268422,152,3,2,9,700.00,6300.00,4095.00,2205.00
268423,385,19,7,6,40.00,240.00,156.00,84.00
268424,720,5,5,3,180.00,540.00,351.00,189.00
268425,168,12,5,1,180.00,180.00,117.00,63.00
268426,366,12,4,9,75.00,675.00,438.75,236.25
268427,386,3,7,8,40.00,320.00,208.00,112.00
268428,55,11,4,6,75.00,450.00,292.50,157.50
268429,628,20,7,4,40.00,160.00,104.00,56.00
268430,117,20,3,8,300.00,2400.00,1560.00,840.00
268431,441,2,4,1,75.00,75.00,48.75,26.25
268432,643,9,4,9,75.00,675.00,438.75,236.25
268433,233,4,7,12,40.00,480.00,312.00,168.00
268434,719,14,6,10,25.00,250.00,162.50,87.50
268435,630,4,3,4,300.00,1200.00,780.00,420.00
268436,222,1,5,7,180.00,1260.00,819.00,441.00
268437,720,2,5,8,180.00,1440.00,936.00,504.00
268438,303,7,6,3,25.00,75.00,48.75,26.25
268439,570,16,7,9,40.00,360.00,234.00,126.00
268440,240,18,3,4,300.00,1200.00,780.00,420.00
268441,475,18,1,8,900.00,7200.00,4680.00,2520.00
268442,388,1,6,3,25.00,75.00,48.75,26.25
268443,26,15,4,6,75.00,450.00,292.50,157.50
268444,386,8,4,4,75.00,300.00,195.00,105.00
268445,628,3,3,6,300.00,1800.00,1170.00,630.00
268446,515,11,5,10,180.00,1800.00,1170.00,630.00
268447,53,17,3,3,300.00,900.00,585.00,315.00
268448,149,15,6,10,25.00,250.00,162.50,87.50
268449,450,20,3,13,300.00,3900.00,2535.00,1365.00
268450,510,7,7,6,40.00,240.00,156.00,84.00
268451,603,11,6,2,25.00,50.00,32.50,17.50
268452,449,1,5,3,180.00,540.00,351.00,189.00
268453,270,4,7,4,40.00,160.00,104.00,56.00
268454,653,7,1,12,900.00,10800.00,7020.00,3780.00
268455,452,3,2,9,700.00,6300.00,4095.00,2205.00
268456,79,18,1,11,900.00,9900.00,6435.00,3465.00
268457,445,16,3,6,300.00,1800.00,1170.00,630.00
268458,319,14,4,11,75.00,825.00,536.25,288.75
268459,322,19,2,3,700.00,2100.00,1365.00,735.00
268460,688,18,3,13,300.00,3900.00,2535.00,1365.00
268461,678,10,1,4,900.00,3600.00,2340.00,1260.00
268462,643,18,5,8,180.00,1440.00,936.00,504.00
268463,233,18,7,12,40.00,480.00,312.00,168.00
268464,325,14,7,5,40.00,200.00,130.00,70.00
268465,487,1,3,12,300.00,3600.00,2340.00,1260.00
268466,346,11,5,1,180.00,180.00,117.00,63.00
268467,163,17,2,6,700.00,4200.00,2730.00,1470.00
268468,106,11,1,6,900.00,5400.00,3510.00,1890.00
268469,730,17,5,4,180.00,720.00,468.00,252.00
268470,367,4,5,1,180.00,180.00,117.00,63.00
268471,589,8,4,12,75.00,900.00,585.00,315.00
268472,675,17,7,14,40.00,560.00,364.00,196.00
268473,200,12,5,14,180.00,2520.00,1638.00,882.00
268474,181,10,4,7,75.00,525.00,341.25,183.75
268475,146,8,2,7,700.00,4900.00,3185.00,1715.00
268476,444,12,4,5,75.00,375.00,243.75,131.25
268477,551,5,3,14,300.00,4200.00,2730.00,1470.00
268478,624,19,4,13,75.00,975.00,633.75,341.25
268479,477,15,7,6,40.00,240.00,156.00,84.00
268480,505,5,1,11,900.00,9900.00,6435.00,3465.00
268481,242,2,7,9,40.00,360.00,234.00,126.00
268482,183,12,7,3,40.00,120.00,78.00,42.00
268483,701,10,7,7,40.00,280.00,182.00,98.00
268484,441,10,2,13,700.00,9100.00,5915.00,3185.00
268485,384,13,1,14,900.00,12600.00,8190.00,4410.00
268486,438,5,1,9,900.00,8100.00,5265.00,2835.00
268487,162,1,3,6,300.00,1800.00,1170.00,630.00
268488,162,20,2,14,700.00,9800.00,6370.00,3430.00
